ConstantName,ConstantValue,MatchCount
rat_59/53,1.1132075471698113,1
rat_6/16,0.375,1
rat_8/21,0.38095238095238093,1
rat_17/21,0.8095238095238095,1
rat_65/60,1.0833333333333333,1
rat_69/62,1.1129032258064515,1
rat_70/62,1.1290322580645162,1
rat_64/60,1.0666666666666667,1
rat_4/16,0.25,1
rat_59/55,1.0727272727272728,1
rat_55/51,1.0784313725490196,1
rat_62/57,1.087719298245614,1
rat_56/58,0.9655172413793104,1
rat_55/49,1.1224489795918366,1
rat_16/15,1.0666666666666667,1
rat_13/52,0.25,1
rat_19/50,0.38,1
rat_37/48,0.7708333333333334,1
rat_11/10,1.1,1
rat_22/48,0.4583333333333333,1
rat_13/12,1.0833333333333333,1
rat_18/48,0.375,1
rat_14/13,1.0769230769230769,1
rat_15/14,1.0714285714285714,1
rat_12/48,0.25,1
rat_10/48,0.20833333333333334,1
rat_38/47,0.8085106382978723,1
rat_11/44,0.25,1
rat_34/47,0.723404255319149,1
rat_18/17,1.0588235294117647,1
rat_3/47,0.06382978723404255,1
rat_19/18,1.0555555555555556,1
rat_39/46,0.8478260869565217,1
rat_22/20,1.1,1
rat_3/46,0.06521739130434782,1
rat_43/44,0.9772727272727273,1
rat_25/23,1.0869565217391304,1
rat_26/23,1.1304347826086956,1
rat_26/24,1.0833333333333333,1
rat_11/53,0.20754716981132076,1
rat_46/55,0.8363636363636363,1
rat_55/64,0.859375,1
rat_46/64,0.71875,1
rat_48/59,0.8135593220338984,1
rat_50/59,0.847457627118644,1
rat_42/58,0.7241379310344828,1
rat_30/58,0.5172413793103449,1
rat_15/60,0.25,1
rat_31/60,0.5166666666666667,1
rat_22/58,0.3793103448275862,1
rat_7/58,0.1206896551724138,1
rat_49/57,0.8596491228070176,1
rat_28/61,0.45901639344262296,1
rat_47/61,0.7704918032786885,1
rat_51/61,0.8360655737704918,1
rat_41/57,0.7192982456140351,1
rat_22/57,0.38596491228070173,1
rat_4/62,0.06451612903225806,1
rat_29/56,0.5178571428571429,1
rat_4/63,0.06349206349206349,1
rat_24/63,0.38095238095238093,1
rat_51/63,0.8095238095238095,1
rat_21/56,0.375,1
rat_16/64,0.25,1
rat_24/64,0.375,1
rat_14/56,0.25,1
rat_17/44,0.38636363636363635,1
rat_35/43,0.813953488372093,1
rat_52/48,1.0833333333333333,1
rat_2/31,0.06451612903225806,1
rat_97/40,2.425,1
rat_4/33,0.12121212121212122,1
rat_43/41,1.048780487804878,1
rat_45/41,1.0975609756097562,1
rat_46/41,1.1219512195121952,1
rat_23/32,0.71875,1
rat_45/42,1.0714285714285714,1
rat_12/32,0.375,1
rat_8/32,0.25,1
rat_46/43,1.069767441860465,1
rat_47/43,1.0930232558139534,1
rat_49/44,1.1136363636363635,1
rat_28/26,1.0769230769230769,1
rat_28/29,0.9655172413793104,1
rat_48/45,1.0666666666666667,1
rat_21/29,0.7241379310344828,1
rat_15/29,0.5172413793103449,1
rat_50/46,1.0869565217391304,1
rat_51/46,1.108695652173913,1
rat_52/46,1.1304347826086956,1
rat_11/29,0.3793103448275862,1
rat_90/47,1.9148936170212767,1
rat_114/47,2.425531914893617,1
rat_7/28,0.25,1
rat_44/40,1.1,1
rat_43/40,1.075,1
rat_27/59,0.4576271186440678,1
rat_42/39,1.0769230769230769,1
rat_34/42,0.8095238095238095,1
rat_16/42,0.38095238095238093,1
rat_30/28,1.0714285714285714,1
rat_5/41,0.12195121951219512,1
rat_32/30,1.0666666666666667,1
rat_33/30,1.1,1
rat_15/40,0.375,1
rat_35/31,1.1290322580645162,1
rat_10/40,0.25,1
rat_28/39,0.717948717948718,1
rat_35/33,1.0606060606060606,1
rat_37/33,1.121212121212121,1
rat_36/34,1.0588235294117647,1
rat_37/34,1.088235294117647,1
rat_38/35,1.0857142857142856,1
rat_38/36,1.0555555555555556,1
rat_39/36,1.0833333333333333,1
rat_9/36,0.25,1
rat_42/37,1.135135135135135,1
rat_41/38,1.0789473684210527,1
rat_43/38,1.131578947368421,1
rat_27/35,0.7714285714285715,1
rat_16/35,0.45714285714285713,1
phi/2,0.8090169943749475,1
